"Year: All values"
"Gender: All values"
"Academic Discipline, Broad (standardized): All values"
"Level of Degree or Other Award: All values"
,,,"","Degrees/Awards Conferred (NCES population of institutions) (Sum)"
"2007","Male","Engineering","Bachelor's Degrees","55,621"
"2007","Male","Engineering","Associate's Degrees","1,944"
"2007","Male","Engineering","Post-Master's Certificates","157"
"2007","Male","Engineering","Post-Baccalaureate Certificates","537"
"2007","Male","Engineering","2 But Less Than 4 Year Certificates","13"
"2007","Male","Engineering","1 But Less Than 2 Year Certificates","63"
"2007","Male","Engineering","Less Than 1 Year Certificates","191"
"2007","Male","Physical Sciences","Doctorate Degrees","2,927"
"2007","Male","Physical Sciences","Master's Degrees","2,680"
"2007","Male","Physical Sciences","Bachelor's Degrees","10,021"
"2007","Male","Physical Sciences","Associate's Degrees","1,105"
"2007","Male","Physical Sciences","Post-Master's Certificates","83"
"2007","Male","Physical Sciences","Post-Baccalaureate Certificates","4"
"2007","Male","Physical Sciences","2 But Less Than 4 Year Certificates","1"
"2007","Male","Physical Sciences","1 But Less Than 2 Year Certificates","4"
"2007","Male","Physical Sciences","Less Than 1 Year Certificates","13"
"2007","Male","Geosciences","Doctorate Degrees","441"
"2007","Male","Geosciences","Master's Degrees","891"
"2007","Male","Geosciences","Bachelor's Degrees","2,399"
"2007","Male","Geosciences","Associate's Degrees","44"
"2007","Male","Geosciences","Post-Master's Certificates","19"
"2007","Male","Geosciences","Post-Baccalaureate Certificates","5"
"2007","Male","Geosciences","Less Than 1 Year Certificates","1"
"2007","Male","Math and Computer Sciences","Doctorate Degrees","2,219"
"2007","Male","Math and Computer Sciences","Master's Degrees","14,975"
"2007","Male","Math and Computer Sciences","Bachelor's Degrees","43,376"
"2007","Male","Math and Computer Sciences","Associate's Degrees","21,040"
"2007","Male","Math and Computer Sciences","Post-Master's Certificates","190"
"2007","Male","Math and Computer Sciences","Post-Baccalaureate Certificates","434"
"2007","Male","Math and Computer Sciences","2 But Less Than 4 Year Certificates","425"
"2007","Male","Math and Computer Sciences","1 But Less Than 2 Year Certificates","2,526"
"2007","Male","Math and Computer Sciences","Less Than 1 Year Certificates","4,982"
"2007","Male","Life Sciences","Doctorate Degrees","6,273"
"2007","Male","Life Sciences","First Professional Degrees","18,431"
"2007","Male","Life Sciences","Master's Degrees","14,556"
"2007","Male","Life Sciences","Bachelor's Degrees","54,437"
"2007","Male","Life Sciences","Associate's Degrees","10,927"
"2007","Male","Life Sciences","First Professional Certificates (Post-Degree)","456"
"2007","Male","Life Sciences","Post-Master's Certificates","322"
"2007","Male","Life Sciences","Post-Baccalaureate Certificates","500"
"2007","Male","Life Sciences","2 But Less Than 4 Year Certificates","172"
"2007","Male","Life Sciences","1 But Less Than 2 Year Certificates","651"
"2007","Male","Life Sciences","Less Than 1 Year Certificates","2,202"
"2007","Male","Psychology","Doctorate Degrees","1,282"
"2007","Male","Psychology","Master's Degrees","3,915"
"2007","Male","Psychology","Bachelor's Degrees","20,446"
"2007","Male","Psychology","Associate's Degrees","517"
"2007","Male","Psychology","Post-Master's Certificates","85"
"2007","Male","Psychology","Post-Baccalaureate Certificates","17"
"2007","Male","Psychology","2 But Less Than 4 Year Certificates","1"
"2007","Male","Psychology","Less Than 1 Year Certificates","19"
"2007","Male","Social Sciences","Doctorate Degrees","2,130"
"2007","Male","Social Sciences","Master's Degrees","13,535"
"2007","Male","Social Sciences","Bachelor's Degrees","69,706"
"2007","Male","Social Sciences","Associate's Degrees","2,552"
"2007","Male","Social Sciences","Post-Master's Certificates","242"
"2007","Male","Social Sciences","Post-Baccalaureate Certificates","443"
"2007","Male","Social Sciences","2 But Less Than 4 Year Certificates","21"
"2007","Male","Social Sciences","1 But Less Than 2 Year Certificates","179"
"2007","Male","Social Sciences","Less Than 1 Year Certificates","385"
"2007","Male","Science and Engineering Technologies","Doctorate Degrees","70"
"2007","Male","Science and Engineering Technologies","Master's Degrees","2,814"
"2007","Male","Science and Engineering Technologies","Bachelor's Degrees","17,013"
"2007","Male","Science and Engineering Technologies","Associate's Degrees","39,063"
"2007","Male","Science and Engineering Technologies","Post-Master's Certificates","32"
"2007","Male","Science and Engineering Technologies","Post-Baccalaureate Certificates","167"
"2007","Male","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","1,269"
"2007","Male","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","17,593"
"2007","Male","Science and Engineering Technologies","Less Than 1 Year Certificates","26,303"
"2007","Male","Interdisciplinary or Other Sciences","Doctorate Degrees","73"
"2007","Male","Interdisciplinary or Other Sciences","Master's Degrees","434"
"2007","Male","Interdisciplinary or Other Sciences","Bachelor's Degrees","1,600"
"2007","Male","Interdisciplinary or Other Sciences","Associate's Degrees","3,570"
"2007","Male","Interdisciplinary or Other Sciences","Post-Master's Certificates","7"
"2007","Male","Interdisciplinary or Other Sciences","Post-Baccalaureate Certificates","34"
"2007","Male","Interdisciplinary or Other Sciences","2 But Less Than 4 Year Certificates","1"
"2007","Male","Interdisciplinary or Other Sciences","1 But Less Than 2 Year Certificates","71"
"2007","Male","Interdisciplinary or Other Sciences","Less Than 1 Year Certificates","5"
"2007","Male","Humanities","Doctorate Degrees","1,608"
"2007","Male","Humanities","Master's Degrees","5,199"
"2007","Male","Humanities","Bachelor's Degrees","47,401"
"2007","Male","Humanities","Associate's Degrees","796"
"2007","Male","Humanities","Post-Master's Certificates","193"
"2007","Male","Humanities","Post-Baccalaureate Certificates","34"
"2007","Male","Humanities","2 But Less Than 4 Year Certificates","5"
"2007","Male","Humanities","1 But Less Than 2 Year Certificates","107"
"2007","Male","Humanities","Less Than 1 Year Certificates","559"
"2007","Male","Religion and Theology","Doctorate Degrees","1,360"
"2007","Male","Religion and Theology","First Professional Degrees","4,007"
"2007","Male","Religion and Theology","Master's Degrees","4,093"
"2007","Male","Religion and Theology","Bachelor's Degrees","7,606"
"2007","Male","Religion and Theology","Associate's Degrees","373"
"2007","Male","Religion and Theology","First Professional Certificates (Post-Degree)","38"
"2007","Male","Religion and Theology","Post-Master's Certificates","289"
"2007","Male","Religion and Theology","Post-Baccalaureate Certificates","214"
"2007","Male","Religion and Theology","2 But Less Than 4 Year Certificates","28"
"2007","Male","Religion and Theology","1 But Less Than 2 Year Certificates","242"
"2007","Male","Religion and Theology","Less Than 1 Year Certificates","58"
"2007","Male","Arts and Music","Doctorate Degrees","625"
"2007","Male","Arts and Music","Master's Degrees","5,978"
"2007","Male","Arts and Music","Bachelor's Degrees","32,419"
"2007","Male","Arts and Music","Associate's Degrees","8,170"
"2007","Male","Arts and Music","Post-Master's Certificates","120"
"2007","Male","Arts and Music","Post-Baccalaureate Certificates","163"
"2007","Male","Arts and Music","2 But Less Than 4 Year Certificates","192"
"2007","Male","Arts and Music","1 But Less Than 2 Year Certificates","2,378"
"2007","Male","Arts and Music","Less Than 1 Year Certificates","2,033"
"2007","Male","Architecture and Environmental Design","Doctorate Degrees","104"
"2007","Male","Architecture and Environmental Design","Master's Degrees","3,378"
"2007","Male","Architecture and Environmental Design","Bachelor's Degrees","5,458"
"2007","Male","Architecture and Environmental Design","Associate's Degrees","233"
"2007","Male","Architecture and Environmental Design","Post-Master's Certificates","17"
"2007","Male","Architecture and Environmental Design","Post-Baccalaureate Certificates","18"
"2007","Male","Architecture and Environmental Design","2 But Less Than 4 Year Certificates","6"
"2007","Male","Architecture and Environmental Design","1 But Less Than 2 Year Certificates","69"
"2007","Male","Architecture and Environmental Design","Less Than 1 Year Certificates","99"
"2007","Male","Education","Doctorate Degrees","2,876"
"2007","Male","Education","Master's Degrees","42,709"
"2007","Male","Education","Bachelor's Degrees","32,534"
"2007","Male","Education","Associate's Degrees","2,343"
"2007","Male","Education","Post-Master's Certificates","2,880"
"2007","Male","Education","Post-Baccalaureate Certificates","3,230"
"2007","Male","Education","2 But Less Than 4 Year Certificates","19"
"2007","Male","Education","1 But Less Than 2 Year Certificates","270"
"2007","Male","Education","Less Than 1 Year Certificates","436"
"2007","Male","Business and Management","Doctorate Degrees","1,259"
"2007","Male","Business and Management","Master's Degrees","85,059"
"2007","Male","Business and Management","Bachelor's Degrees","170,929"
"2007","Male","Business and Management","Associate's Degrees","36,130"
"2007","Male","Business and Management","Post-Master's Certificates","288"
"2007","Male","Business and Management","Post-Baccalaureate Certificates","1,075"
"2007","Male","Business and Management","2 But Less Than 4 Year Certificates","290"
"2007","Male","Business and Management","1 But Less Than 2 Year Certificates","4,837"
"2007","Male","Business and Management","Less Than 1 Year Certificates","12,855"
"2007","Male","Communication and Librarianship","Doctorate Degrees","206"
"2007","Male","Communication and Librarianship","Master's Degrees","3,525"
"2007","Male","Communication and Librarianship","Bachelor's Degrees","26,589"
"2007","Male","Communication and Librarianship","Associate's Degrees","1,322"
"2007","Male","Communication and Librarianship","Post-Master's Certificates","25"
"2007","Male","Communication and Librarianship","Post-Baccalaureate Certificates","75"
"2007","Male","Communication and Librarianship","2 But Less Than 4 Year Certificates","57"
"2007","Male","Communication and Librarianship","1 But Less Than 2 Year Certificates","228"
"2007","Male","Communication and Librarianship","Less Than 1 Year Certificates","262"
"2007","Male","Law","Doctorate Degrees","78"
"2007","Male","Law","First Professional Degrees","22,996"
"2007","Male","Law","Master's Degrees","2,330"
"2007","Male","Law","Bachelor's Degrees","751"
"2007","Male","Law","Associate's Degrees","65"
"2007","Male","Law","First Professional Certificates (Post-Degree)","211"
"2007","Male","Law","Post-Master's Certificates","15"
"2007","Male","Law","Post-Baccalaureate Certificates","13"
"2007","Male","Law","1 But Less Than 2 Year Certificates","6"
"2007","Male","Law","Less Than 1 Year Certificates","13"
"2007","Male","Social Service Professions","Doctorate Degrees","73"
"2007","Male","Social Service Professions","Master's Degrees","2,505"
"2007","Male","Social Service Professions","Bachelor's Degrees","2,134"
"2007","Male","Social Service Professions","Associate's Degrees","375"
"2007","Male","Social Service Professions","Post-Master's Certificates","5"
"2007","Male","Social Service Professions","Post-Baccalaureate Certificates","16"
"2007","Male","Social Service Professions","1 But Less Than 2 Year Certificates","23"
"2007","Male","Social Service Professions","Less Than 1 Year Certificates","30"
"2007","Male","Vocational Studies and Home Economics","Doctorate Degrees","138"
"2007","Male","Vocational Studies and Home Economics","Master's Degrees","2,986"
"2007","Male","Vocational Studies and Home Economics","Bachelor's Degrees","22,246"
"2007","Male","Vocational Studies and Home Economics","Associate's Degrees","22,963"
"2007","Male","Vocational Studies and Home Economics","Post-Master's Certificates","13"
"2007","Male","Vocational Studies and Home Economics","Post-Baccalaureate Certificates","130"
"2007","Male","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","129"
"2007","Male","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","5,266"
"2007","Male","Vocational Studies and Home Economics","Less Than 1 Year Certificates","17,449"
"2007","Male","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","213"
"2007","Male","Other Non-sciences or Unknown Disciplines","Master's Degrees","4,373"
"2007","Male","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","32,707"
"2007","Male","Other Non-sciences or Unknown Disciplines","Associate's Degrees","123,474"
"2007","Male","Other Non-sciences or Unknown Disciplines","Post-Master's Certificates","83"
"2007","Male","Other Non-sciences or Unknown Disciplines","Post-Baccalaureate Certificates","308"
"2007","Male","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","3,463"
"2007","Male","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","33,841"
"2007","Male","Other Non-sciences or Unknown Disciplines","Less Than 1 Year Certificates","44,207"
"2008","Female","Engineering","Doctorate Degrees","1,332"
"2008","Female","Engineering","Doctorate Degree-Research/Scholarship","416"
"2008","Female","Engineering","Master's Degrees","7,637"
"2008","Female","Engineering","Bachelor's Degrees","12,921"
"2008","Female","Engineering","Associate's Degrees","314"
"2008","Female","Engineering","Post-Master's Certificates","73"
"2008","Female","Engineering","Post-Baccalaureate Certificates","217"
"2008","Female","Engineering","2 But Less Than 4 Year Certificates","2"
"2008","Female","Engineering","1 But Less Than 2 Year Certificates","25"
"2008","Female","Engineering","Less Than 1 Year Certificates","60"
"2008","Female","Physical Sciences","Doctorate Degrees","983"
"2008","Female","Physical Sciences","Doctorate Degree-Research/Scholarship","251"
"2008","Female","Physical Sciences","Master's Degrees","1,565"
"2008","Female","Physical Sciences","Bachelor's Degrees","7,284"
"2008","Female","Physical Sciences","Associate's Degrees","803"
"2008","Female","Physical Sciences","Post-Master's Certificates","59"
"2008","Female","Physical Sciences","Post-Baccalaureate Certificates","2"
"2008","Female","Physical Sciences","2 But Less Than 4 Year Certificates","8"
"2008","Female","Physical Sciences","1 But Less Than 2 Year Certificates","6"
"2008","Female","Physical Sciences","Less Than 1 Year Certificates","22"
"2008","Female","Geosciences","Doctorate Degrees","185"
"2008","Female","Geosciences","Doctorate Degree-Research/Scholarship","59"
"2008","Female","Geosciences","Master's Degrees","705"
"2008","Female","Geosciences","Bachelor's Degrees","1,755"
"2008","Female","Geosciences","Associate's Degrees","33"
"2008","Female","Geosciences","Post-Master's Certificates","15"
"2008","Female","Geosciences","Post-Baccalaureate Certificates","3"
"2008","Female","Geosciences","Less Than 1 Year Certificates","5"
"2008","Female","Math and Computer Sciences","Doctorate Degrees","633"
"2008","Female","Math and Computer Sciences","Doctorate Degree-Research/Scholarship","163"
"2008","Female","Math and Computer Sciences","Doctorate Degree-Professional Practice","3"
"2008","Female","Math and Computer Sciences","Master's Degrees","6,803"
"2008","Female","Math and Computer Sciences","Bachelor's Degrees","13,841"
"2008","Female","Math and Computer Sciences","Associate's Degrees","7,364"
"2008","Female","Math and Computer Sciences","Post-Master's Certificates","70"
"2008","Female","Math and Computer Sciences","Post-Baccalaureate Certificates","252"
"2008","Female","Math and Computer Sciences","2 But Less Than 4 Year Certificates","133"
"2008","Female","Math and Computer Sciences","1 But Less Than 2 Year Certificates","1,219"
"2008","Female","Math and Computer Sciences","Less Than 1 Year Certificates","2,457"
"2008","Female","Life Sciences","Doctorate Degrees","8,616"
"2008","Female","Life Sciences","Doctorate Degree-Research/Scholarship","1,443"
"2008","Female","Life Sciences","Doctorate Degree-Professional Practice","6,920"
"2008","Female","Life Sciences","Doctorate Degree-Other","35"
"2008","Female","Life Sciences","First Professional Degrees","17,487"
"2008","Female","Life Sciences","Master's Degrees","47,884"
"2008","Female","Life Sciences","Bachelor's Degrees","148,028"
"2008","Female","Life Sciences","Associate's Degrees","73,356"
"2008","Female","Life Sciences","First Professional Certificates (Post-Degree)","400"
"2008","Female","Life Sciences","Post-Master's Certificates","922"
"2008","Female","Life Sciences","Post-Baccalaureate Certificates","1,251"
"2008","Female","Life Sciences","2 But Less Than 4 Year Certificates","1,159"
"2008","Female","Life Sciences","1 But Less Than 2 Year Certificates","4,454"
"2008","Female","Life Sciences","Less Than 1 Year Certificates","4,754"
"2008","Female","Psychology","Doctorate Degrees","2,911"
"2008","Female","Psychology","Doctorate Degree-Research/Scholarship","400"
"2008","Female","Psychology","Doctorate Degree-Professional Practice","131"
"2008","Female","Psychology","Doctorate Degree-Other","36"
"2008","Female","Psychology","Master's Degrees","14,916"
"2008","Female","Psychology","Bachelor's Degrees","71,682"
"2008","Female","Psychology","Associate's Degrees","1,858"
"2008","Female","Psychology","Post-Master's Certificates","214"
"2008","Female","Psychology","Post-Baccalaureate Certificates","149"
"2008","Female","Psychology","2 But Less Than 4 Year Certificates","21"
"2008","Female","Psychology","1 But Less Than 2 Year Certificates","15"
"2008","Female","Psychology","Less Than 1 Year Certificates","68"
"2008","Female","Social Sciences","Doctorate Degrees","1,612"
"2008","Female","Social Sciences","Doctorate Degree-Research/Scholarship","481"
"2008","Female","Social Sciences","Master's Degrees","18,109"
"2008","Female","Social Sciences","Bachelor's Degrees","83,247"
"2008","Female","Social Sciences","Associate's Degrees","6,255"
"2008","Female","Social Sciences","Post-Master's Certificates","237"
"2008","Female","Social Sciences","Post-Baccalaureate Certificates","796"
"2008","Female","Social Sciences","2 But Less Than 4 Year Certificates","22"
"2008","Female","Social Sciences","1 But Less Than 2 Year Certificates","498"
"2008","Female","Social Sciences","Less Than 1 Year Certificates","949"
"2008","Female","Science and Engineering Technologies","Doctorate Degrees","81"
"2008","Female","Science and Engineering Technologies","Doctorate Degree-Research/Scholarship","13"
"2008","Female","Science and Engineering Technologies","Master's Degrees","6,737"
"2008","Female","Science and Engineering Technologies","Bachelor's Degrees","12,727"
"2008","Female","Science and Engineering Technologies","Associate's Degrees","64,975"
"2008","Female","Science and Engineering Technologies","Post-Master's Certificates","156"
"2008","Female","Science and Engineering Technologies","Post-Baccalaureate Certificates","376"
"2008","Female","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","3,258"
"2008","Female","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","66,224"
"2008","Female","Science and Engineering Technologies","Less Than 1 Year Certificates","69,843"
"2008","Female","Interdisciplinary or Other Sciences","Doctorate Degrees","66"
"2008","Female","Interdisciplinary or Other Sciences","Doctorate Degree-Research/Scholarship","16"
"2008","Female","Interdisciplinary or Other Sciences","Master's Degrees","766"
"2008","Female","Interdisciplinary or Other Sciences","Bachelor's Degrees","3,183"
"2008","Female","Interdisciplinary or Other Sciences","Associate's Degrees","5,607"
"2008","Female","Interdisciplinary or Other Sciences","Post-Master's Certificates","26"
"2008","Female","Interdisciplinary or Other Sciences","Post-Baccalaureate Certificates","106"
"2008","Female","Interdisciplinary or Other Sciences","2 But Less Than 4 Year Certificates","21"
"2008","Female","Interdisciplinary or Other Sciences","1 But Less Than 2 Year Certificates","139"
"2008","Female","Interdisciplinary or Other Sciences","Less Than 1 Year Certificates","86"
"2008","Female","Humanities","Doctorate Degrees","1,432"
"2008","Female","Humanities","Doctorate Degree-Research/Scholarship","361"
"2008","Female","Humanities","Master's Degrees","8,014"
"2008","Female","Humanities","Bachelor's Degrees","65,474"
"2008","Female","Humanities","Associate's Degrees","1,473"
"2008","Female","Humanities","Post-Master's Certificates","187"
"2008","Female","Humanities","Post-Baccalaureate Certificates","91"
"2008","Female","Humanities","2 But Less Than 4 Year Certificates","7"
"2008","Female","Humanities","1 But Less Than 2 Year Certificates","207"
"2008","Female","Humanities","Less Than 1 Year Certificates","962"
"2008","Female","Religion and Theology","Doctorate Degrees","352"
"2008","Female","Religion and Theology","Doctorate Degree-Research/Scholarship","33"
"2008","Female","Religion and Theology","Doctorate Degree-Professional Practice","46"
"2008","Female","Religion and Theology","Doctorate Degree-Other","30"
"2008","Female","Religion and Theology","First Professional Degrees","1,581"
"2008","Female","Religion and Theology","Master's Degrees","3,123"
"2008","Female","Religion and Theology","Bachelor's Degrees","4,881"
"2008","Female","Religion and Theology","Associate's Degrees","589"
"2008","Female","Religion and Theology","First Professional Certificates (Post-Degree)","23"
"2008","Female","Religion and Theology","Post-Master's Certificates","64"
"2008","Female","Religion and Theology","Post-Baccalaureate Certificates","190"
"2008","Female","Religion and Theology","2 But Less Than 4 Year Certificates","16"
"2008","Female","Religion and Theology","1 But Less Than 2 Year Certificates","175"
"2008","Female","Religion and Theology","Less Than 1 Year Certificates","101"
"2008","Female","Arts and Music","Doctorate Degrees","652"
"2008","Female","Arts and Music","Doctorate Degree-Research/Scholarship","126"
"2008","Female","Arts and Music","Master's Degrees","8,220"
"2008","Female","Arts and Music","Bachelor's Degrees","53,639"
"2008","Female","Arts and Music","Associate's Degrees","11,956"
"2008","Female","Arts and Music","Post-Master's Certificates","182"
"2008","Female","Arts and Music","Post-Baccalaureate Certificates","309"
"2008","Female","Arts and Music","2 But Less Than 4 Year Certificates","548"
"2008","Female","Arts and Music","1 But Less Than 2 Year Certificates","2,791"
"2008","Female","Arts and Music","Less Than 1 Year Certificates","3,428"
"2008","Female","Architecture and Environmental Design","Doctorate Degrees","56"
"2008","Female","Architecture and Environmental Design","Doctorate Degree-Research/Scholarship","41"
"2008","Female","Architecture and Environmental Design","Master's Degrees","3,025"
"2008","Female","Architecture and Environmental Design","Bachelor's Degrees","4,369"
"2008","Female","Architecture and Environmental Design","Associate's Degrees","311"
"2008","Female","Architecture and Environmental Design","Post-Master's Certificates","8"
"2008","Female","Architecture and Environmental Design","Post-Baccalaureate Certificates","99"
"2008","Female","Architecture and Environmental Design","2 But Less Than 4 Year Certificates","4"
"2008","Female","Architecture and Environmental Design","1 But Less Than 2 Year Certificates","136"
"2008","Female","Architecture and Environmental Design","Less Than 1 Year Certificates","89"
"2008","Female","Education","Doctorate Degrees","4,905"
"2008","Female","Education","Doctorate Degree-Research/Scholarship","1,353"
"2008","Female","Education","Doctorate Degree-Professional Practice","69"
"2008","Female","Education","Master's Degrees","141,268"
"2008","Female","Education","Bachelor's Degrees","92,144"
"2008","Female","Education","Associate's Degrees","11,703"
"2008","Female","Education","Post-Master's Certificates","8,204"
"2008","Female","Education","Post-Baccalaureate Certificates","8,284"
"2008","Female","Education","2 But Less Than 4 Year Certificates","42"
"2008","Female","Education","1 But Less Than 2 Year Certificates","2,045"
"2008","Female","Education","Less Than 1 Year Certificates","3,025"
"2008","Female","Business and Management","Doctorate Degrees","630"
"2008","Female","Business and Management","Doctorate Degree-Research/Scholarship","225"
"2008","Female","Business and Management","Master's Degrees","70,718"
"2008","Female","Business and Management","Bachelor's Degrees","169,075"
"2008","Female","Business and Management","Associate's Degrees","75,836"
"2008","Female","Business and Management","Post-Master's Certificates","231"
"2008","Female","Business and Management","Post-Baccalaureate Certificates","1,452"
"2008","Female","Business and Management","2 But Less Than 4 Year Certificates","633"
"2008","Female","Business and Management","1 But Less Than 2 Year Certificates","14,202"
"2008","Female","Business and Management","Less Than 1 Year Certificates","26,535"
"2008","Female","Communication and Librarianship","Doctorate Degrees","241"
"2008","Female","Communication and Librarianship","Doctorate Degree-Research/Scholarship","86"
"2008","Female","Communication and Librarianship","Master's Degrees","10,791"
"2008","Female","Communication and Librarianship","Bachelor's Degrees","49,761"
"2008","Female","Communication and Librarianship","Associate's Degrees","1,444"
"2008","Female","Communication and Librarianship","Post-Master's Certificates","112"
"2008","Female","Communication and Librarianship","Post-Baccalaureate Certificates","212"
"2008","Female","Communication and Librarianship","2 But Less Than 4 Year Certificates","35"
"2008","Female","Communication and Librarianship","1 But Less Than 2 Year Certificates","208"
"2008","Female","Communication and Librarianship","Less Than 1 Year Certificates","595"
"2008","Female","Law","Doctorate Degrees","49"
"2008","Female","Law","Doctorate Degree-Research/Scholarship","16"
"2008","Female","Law","Doctorate Degree-Professional Practice","5,424"
"2008","Female","Law","First Professional Degrees","15,430"
"2008","Female","Law","Master's Degrees","2,365"
"2008","Female","Law","Bachelor's Degrees","1,317"
"2008","Female","Law","Associate's Degrees","184"
"2008","Female","Law","First Professional Certificates (Post-Degree)","69"
"2008","Female","Law","Post-Master's Certificates","118"
"2008","Female","Law","Post-Baccalaureate Certificates","44"
"2008","Female","Law","1 But Less Than 2 Year Certificates","18"
"2008","Female","Law","Less Than 1 Year Certificates","117"
"2008","Female","Social Service Professions","Doctorate Degrees","230"
"2008","Female","Social Service Professions","Doctorate Degree-Research/Scholarship","48"
"2008","Female","Social Service Professions","Master's Degrees","17,197"
"2008","Female","Social Service Professions","Bachelor's Degrees","15,320"
"2008","Female","Social Service Professions","Associate's Degrees","2,498"
"2008","Female","Social Service Professions","Post-Master's Certificates","33"
"2008","Female","Social Service Professions","Post-Baccalaureate Certificates","58"
"2008","Female","Social Service Professions","1 But Less Than 2 Year Certificates","170"
"2008","Female","Social Service Professions","Less Than 1 Year Certificates","299"
"2008","Female","Vocational Studies and Home Economics","Doctorate Degrees","262"
"2008","Female","Vocational Studies and Home Economics","Doctorate Degree-Research/Scholarship","82"
"2008","Female","Vocational Studies and Home Economics","Master's Degrees","6,600"
"2008","Female","Vocational Studies and Home Economics","Bachelor's Degrees","39,813"
"2008","Female","Vocational Studies and Home Economics","Associate's Degrees","27,751"
"2008","Female","Vocational Studies and Home Economics","Post-Master's Certificates","63"
"2008","Female","Vocational Studies and Home Economics","Post-Baccalaureate Certificates","139"
"2008","Female","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","167"
"2008","Female","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","5,388"
"2008","Female","Vocational Studies and Home Economics","Less Than 1 Year Certificates","15,072"
"2008","Female","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","227"
"2008","Female","Other Non-sciences or Unknown Disciplines","Doctorate Degree-Research/Scholarship","47"
"2008","Female","Other Non-sciences or Unknown Disciplines","Master's Degrees","6,297"
"2008","Female","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","56,164"
"2008","Female","Other Non-sciences or Unknown Disciplines","Associate's Degrees","176,845"
"2008","Female","Other Non-sciences or Unknown Disciplines","Post-Master's Certificates","136"
"2008","Female","Other Non-sciences or Unknown Disciplines","Post-Baccalaureate Certificates","757"
"2008","Female","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","480"
"2008","Female","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","16,221"
"2008","Female","Other Non-sciences or Unknown Disciplines","Less Than 1 Year Certificates","13,055"
"2008","Male","Engineering","Doctorate Degrees","4,641"
"2008","Male","Engineering","Doctorate Degree-Research/Scholarship","1,721"
"2008","Male","Engineering","Master's Degrees","25,540"
"2008","Male","Engineering","Bachelor's Degrees","56,987"
"2008","Male","Engineering","Associate's Degrees","2,089"
"2008","Male","Engineering","Post-Master's Certificates","195"
"2008","Male","Engineering","Post-Baccalaureate Certificates","732"
"2008","Male","Engineering","2 But Less Than 4 Year Certificates","15"
"2008","Male","Engineering","1 But Less Than 2 Year Certificates","164"
"2008","Male","Engineering","Less Than 1 Year Certificates","236"
"2008","Male","Physical Sciences","Doctorate Degrees","2,309"
"2008","Male","Physical Sciences","Doctorate Degree-Research/Scholarship","662"
"2008","Male","Physical Sciences","Master's Degrees","2,809"
"2008","Male","Physical Sciences","Bachelor's Degrees","10,368"
"2008","Male","Physical Sciences","Associate's Degrees","1,106"
"2008","Male","Physical Sciences","Post-Master's Certificates","100"
"2008","Male","Physical Sciences","Post-Baccalaureate Certificates","7"
"2008","Male","Physical Sciences","1 But Less Than 2 Year Certificates","3"
"2008","Male","Physical Sciences","Less Than 1 Year Certificates","26"
"2008","Male","Geosciences","Doctorate Degrees","325"
"2008","Male","Geosciences","Doctorate Degree-Research/Scholarship","114"
"2008","Male","Geosciences","Master's Degrees","847"
"2008","Male","Geosciences","Bachelor's Degrees","2,559"
"2008","Male","Geosciences","Associate's Degrees","34"
"2008","Male","Geosciences","Post-Master's Certificates","21"
"2008","Male","Geosciences","Post-Baccalaureate Certificates","11"
"2008","Male","Geosciences","Less Than 1 Year Certificates","2"
"2008","Male","Math and Computer Sciences","Doctorate Degrees","1,774"
"2008","Male","Math and Computer Sciences","Doctorate Degree-Research/Scholarship","488"
"2008","Male","Math and Computer Sciences","Doctorate Degree-Professional Practice","6"
"2008","Male","Math and Computer Sciences","Master's Degrees","15,500"
"2008","Male","Math and Computer Sciences","Bachelor's Degrees","40,922"
"2008","Male","Math and Computer Sciences","Associate's Degrees","21,818"
"2008","Male","Math and Computer Sciences","Post-Master's Certificates","197"
"2008","Male","Math and Computer Sciences","Post-Baccalaureate Certificates","543"
"2008","Male","Math and Computer Sciences","2 But Less Than 4 Year Certificates","355"
"2008","Male","Math and Computer Sciences","1 But Less Than 2 Year Certificates","2,467"
"2008","Male","Math and Computer Sciences","Less Than 1 Year Certificates","5,748"
"2008","Male","Life Sciences","Doctorate Degrees","5,316"
"2008","Male","Life Sciences","Doctorate Degree-Research/Scholarship","1,145"
"2008","Male","Life Sciences","Doctorate Degree-Professional Practice","4,932"
"2008","Male","Life Sciences","Doctorate Degree-Other","34"
"2008","Male","Life Sciences","First Professional Degrees","14,651"
"2008","Male","Life Sciences","Master's Degrees","15,243"
